user	date	time	text																								
																											
																											
"
Coldstar,10-24-2011,05:28 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
In their 2001 book Trust Us We're Experts	 Stauber and Rampton pull together some compelling data describing the science of creating public opinion in America. They trace modern public influence back to the early part of the last century	 highlighting the work of guys like Edward L. Bernays	 the Father of Spin.																								
From his own amazing 1928 chronicle Propaganda	 we learn how Edward L. Bernays took the ideas of his famous uncle Sigmund Freud himself	 and applied them to the emerging science of mass persuasion. The only difference was that instead of using these principles to uncover hidden themes in the human unconscious	 the way Freudian psychology does	 Bernays studied these same ideas in order to learn how to mask agendas and to create illusions that deceive and misrepresent	 for marketing purposes.																						
THE FATHER OF SPIN																											
Edward L. Bernays dominated the PR industry until the 1940s	 and was a significant force for another 40 years after that. (Tye) During that time	 Bernays took on hundreds of diverse assignments to create a public perception about some idea or product. A few examples:																									
As a neophyte with the Committee on Public Information	" one of Bernays' first assignments was to help sell the First World War to the American public with the idea to """"Make the World Safe for Democracy."""" (Ewen) We've seen this phrase in every war and US military involvement since that time."																										
A few years later	 Bernays set up a stunt to popularize the notion of women smoking cigarettes. In organizing the 1929 Easter Parade in New York City	 Bernays showed himself as a force to be reckoned with. He organized the Torches of Liberty Brigade in which suffragettes marched in the parade smoking cigarettes as a mark of women's liberation. After that one event	 women would be able to feel secure about destroying their own lungs in public	 the same way that men have always done.																							
																											
																											
 Much more on the subject of manufactured perception here.																											
																											
																											
"
Coldstar,10-29-2011,12:00 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
I was raised to believe that the teaching of morality was the job of the Church. However	 as I grew up I noticed that I received conflicting messages. Those conflicting messages came from my parents and associates	 but these were nothing compared to the ever louder growing messages that the TV sitcom series and the printed media spread. 																									
I used to say that it is not the job of the media to dictate either immorality or morality. But at that time I had not realized that these trespasses were a deliberate act of a what I can only describe as a satanic science which was founded long before I was born.																											
Quote:																											
																											
We have founded the new Science of Sociology	 and as a deduction from Sociology	 the Universal Religion. Auguste Comte	 System of Positive Polity (SPP)	 Vol.2	1852	344																					
The final blow was inevitably given to Theology . . . when the establishment of my system of Sociology cut from under it its old title to teach Morality and direct Society . . .SPP	 Vol. 2	290																									
																											
																											
Changes by brainwashing	 yet there is no peace:																										
Quote:																											
																											
If one considers the peaceful cooperation of all men as the goal of social evolution	 one cannot permit the peace to be disturbed by priests and fanatics. Liberalism proclaims tolerance for every religious faith and every metaphysical belief	" not out of indifference for these """"higher"""" things"	 but from the conviction that the assurance of peace within society must take precedence over everything and everyone.																								
																											
																											
"Some of the proposed steps which lead to """"peace"""": Abolition of private property"	 macro-economics	 transfer of technology by the multinationals	 Social Science control of education	 social psychology leading to a new order of civilization	 organizing the individual mind in the service of the universal (group thinking)	 etc.																					
Quote:																											
																											
SOCIAL SCIENCE WAS CONTRIVED TO DESTROY HUMAN FREEDOM.																											
Sociology is not a science. It is a religion. Every year millions of college students are trained in the Religion of Sociology	 also called Positive Religion	 or the Religion of Humanity. What can be done about it?																									
																											
																											
Steps about taking action are given here. One of them																											
9. Read THE HATE FACTORY. It is a primer on the history	 goals	" and methods sociology used in the schools to corrupt children. Welcome to www.52664.authorworld.com """""																									
See also Erica Carle -- Brainwashing Children Through Social Science .																											
																											
																											
"
Walter,10-30-2011,03:51 PM,"																											
																											
																											
OffPlanet Radio Show Podcast-October 9	 2011-Randy Maugans with Duncan O'Finioan and Miranda Kelly																										
																											
																											
Interesting interview	" though it's considered """"fringe"""" and likely be too much for many:Spirituality"	 UFOs	 ET	 Paranormal - Radio Show Podcast - Miranda's Testimony with Duncan O'Finioan and Miranda Kelly-Part 1																							
																											
																											
"
Aesculapius,12-05-2011,06:06 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
I have it on the best authority that subliminals are still very much on TV - and in advertising and the media everywhere... and then there are the extremely ugly 'controllers'... This movie is pretty amazing and surely thought to be fiction by most	 but from my understanding	 it is very close to reality. 																									
[ame=http://www.youtube.com/watch?v=07BK-Gl_y6U]They Live ~ FULL LENGTH - YouTube[/ame]																											
																											
																											
"
Coldstar,12-05-2011,06:41 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Aesculapius																											
																											
																											
I have it on the best authority that subliminals are still very much on TV - and in advertising and the media everywhere... and then there are the extremely ugly 'controllers'... This movie is pretty amazing and surely thought to be fiction by most	 but from my understanding	 it is very close to reality. They Live ~ FULL LENGTH - YouTube																									
																											
																											
I have a VCR tape of that movie. It is pretty amazing	 there is one drawn out and boring fighting scene in the movie	 but apart from that it is one of my favorite films.																									
																											
																											
																											
																											
																											
																											
__________________																											
$																											
$............$																											
...$... 																											
$............$																											
$JEWMERICAKeep Stormfront Alive & Growing																											
																											
																											
"
Aesculapius,12-05-2011,09:29 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Coldstar																											
																											
																											
I have a VCR tape of that movie. It is pretty amazing	 there is one drawn out and boring fighting scene in the movie	 but apart from that it is one of my favorite films.																									
																											
																											
I can see why you like it - tells it like it is	 doesn't it! And i just skipped through the fight. I'm not much into violence. 																										
																											
"
white anger,12-05-2011,11:24 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
"The """"brainwashing"""" is done in very small doses. It is most effective are long running television series that develop a loyal fan base early. I suspect the weekly anticipation of following a series creates a dependency similar to the affect drug addiction has on the body. As the mind becomes accustomed to the level of exposure the series can gradually ramp up the political rhetoric. For example"	 most science fiction shows that I have followed over the last 15 years ultimately lead to a path glorifying miscegenation. In science fiction series it is usually done under the premise of having white females (playing the human) and black males (playing the role of an alien) hooking up. This has resulted in me losing interest in many television series. If I had time I would capture scenes that have strong political messages and post them on a youtube channel.																										
																											
																											
"
Coldstar,02-16-2012,10:56 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
A look at the neuroscience research that is already being deployed by the military and what is being developed. Neuroscientists to Top Brass: Mess With Minds... Carefully | Danger Room | Wired.com																											
																											
																											
"
UsAndThem,05-12-2012,12:47 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by white anger																											
																											
																											
"The """"brainwashing"""" is done in very small doses. It is most effective are long running television series that develop a loyal fan base early. I suspect the weekly anticipation of following a series creates a dependency similar to the affect drug addiction has on the body. As the mind becomes accustomed to the level of exposure the series can gradually ramp up the political rhetoric. For example"	 most science fiction shows that I have followed over the last 15 years ultimately lead to a path glorifying miscegenation. In science fiction series it is usually done under the premise of having white females (playing the human) and black males (playing the role of an alien) hooking up. This has resulted in me losing interest in many television series. If I had time I would capture scenes that have strong political messages and post them on a youtube channel.																										
																											
																											
Ugh..the worst example of this is when Deanna Troy and Worf hook-up on Star Trek.I wondered how many Trekies	went for that	were disgusted by it	or like me	stopped watching it.																							
																											
																											
"
TiwaR,05-12-2012,06:20 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
Brainwashing effects us from the moment we are born. 																											
I have some brainwashing books and among them are some business advertising books.																											
A true thinking man is not even immune to brainwashing when it is all he has known his whole life. Then we must factor in denial/coming to terms with the truth	 which can last a lifetime.																										
It is the single hardest thing to remove from an individual. This is our biggest hurdle to reaching people. 																											
The commies don't have this problem because they aren't going against every established truth	 they are merely reinforcing it. Hence	 there are currently more commies in most countries than Nationalists.																									
																											
																											
																											
																											
__________________																											
MUST READ BOOKS:Theodor Fritsch - The Riddle Of The Jews Success Gottfried Feder - Manifesto for the Abolition of Interest SlaveryAdolf Hitler - Mein Kampf (Stalag Edition translated and authorised by the NSDAP)THERE IS NO POLITICAL SOLUTION!																											
COVERT-1984 IS GENOCIDE - THE (((VACCINE))) IS THE WEAPON!																											
																											
																											
"
KurtKobain,05-12-2012,06:54 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
"The only way it seems to escape and """"heal"""" from brainwashing"	 is to completely remove oneself from the modern world. Everywhere you go	 anyone you talk to	 everything you see is infected.																								
																											
																											
"
leucocyte,05-12-2012,07:00 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by white anger																											
																											
																											
"The """"brainwashing"""" is done in very small doses. It is most effective are long running television series that develop a loyal fan base early."																											
																											
																											
In I Dream of Jeanie the woman lived with the man without being married to him; at a time when such a thing was not commonly accepted. But she slept in the bottle	 which made it OK.																										
																											
																											
"
Coldstar,06-08-2012,04:12 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
"We are being brainwashed with a simple two-letter word""""We"""" are Being Brainwashed With this Simple Two-Letter Word"																											
																											
																											
"
Coldstar,06-28-2012,11:58 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
Does the NWO Wage a Mind-War Against the U.S. Population?																											
Quote:																											
																											
Some experts believe that massive covert MINDWAR is now being waged against the American People by the US Shadow Government	 serving as a proxy war for offshore foreign NWO globalist power	 thus perhaps a true enemy within the gates of the US Republic.																									
[...]																											
For many years now it has been rumored among senior retired intel that sophisticated Mindkontrol has been illegally deployed against American civilians without their knowledge or consent	 starting out first as individual experiments under MK Ultra and its subprograms	 and then proceeding to full mass deployment such as with hallucinogenic drugs. The mass deployment of LSD has been rumored to have produced the hippie counter culture	 flower children of Haight Asbury Street in San Francisco	 and the psychdelic culture of the West which spread to many areas of the world. Some believe it was deployed to neutralize war protesting for the Vietnam War and others believe it was deployed by the Shadow Govt to prevent WW3.																							
[...]																											
ITS NO USE DENYING THE EXISTENCE AND DEPLOYMENT OF MINDKONTROL BY THE USG BECAUSE IT HAS BEEN ADMITTED AND APOLOGIZED FOR BY PRESIDENT BILL CLINTON.																											
																											
Read this rather long article at Mass MindKontrolFinal NWO Assault | Veterans Today																											
																											
																											
"
Racial Faction,06-30-2012,12:26 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Coldstar																											
																											
																											
Do you remember a time when you were brainwashed	 and do you remember who did it to you and how you snapped out of it?																										
																											
																											
I read the culture of critique and then I saw this video:																											
[ame=http://www.youtube.com/watch?v=fN2jt111Nvg]The Protocols of the Learned Elders of Zion explained full version with english subtitles - YouTube[/ame]																											
My brain melted																											
																											
																											
																											
																											
"
Coldstar,06-30-2012,12:41 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
Step by step they are following the plot. If these Protocols are forgeries	 why are they being followed? The answer is pretty clear.																										
																											
																											
																											
																											
__________________																											
$																											
$............$																											
...$... 																											
$............$																											
$JEWMERICAKeep Stormfront Alive & Growing																											
																											
																											
"
Racial Faction,06-30-2012,02:15 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
I just found this video	 it's amazing:																										
"[ame=""""http://www.youtube.com/watch?v=5gnpCqsXE8g&feature=related""""]Yuri Bezmenov: Psychological Warfare Subversion & Control of Western Society (Complete) - YouTube[/ame]"																											
What the KGB Jews were doing in the USSR are EXACTLY what I see with liberals today. I go on other forums and these people are exactly what it describes	 so stubborn and close minded. I shower them with evidence and they just deny it outright.																										
																											
																											
																											
																											
																											
Last edited by Racial Faction; 06-30-2012 at 04:03 AM.																											
																											
																											
																											
"
Birgitta,06-30-2012,03:13 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Coldstar																											
																											
																											
Step by step they are following the plot. If these Protocols are forgeries	 why are they being followed? The answer is pretty clear.																										
																											
																											
Yes 	 they have to be real 	 or just a copy of judaism !																									
																											
																											
"
Racial Faction,06-30-2012,03:59 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
"
Racial Faction,06-30-2012,10:15 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
Must watch videos:																											
[ame=http://www.youtube.com/watch?v=7OIgdG2ulM4]Ex KGB Yuri Bezmenov Interviewed in L.A.on Upcoming US Collapse 1983 Ch.1 pt.1_2 - YouTube[/ame]																											
[ame=http://www.youtube.com/watch?v=9kaFmNP6Byo]Ex KGB Yuri Bezmenov Interviewed in L.A.About Coming US Collapse Ch.1 Pt.2/2 - YouTube[/ame]																											
																											
																											
"
Coldstar,07-02-2012,01:41 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
Brainwash Frequency Listing:Brainwave Frequency Listing																											
																											
																											
"
DrFolamour,07-05-2012,05:50 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
Hello and thanks to post this idea !																											
Firstly	 i'm sorry for my poor English because my firts language is not English. 																										
"I really do think that brainwashing is waht have created the """"racism"""". I will explain that. "																											
I would defend racism and our ideology by explain hox the sociaty have forced us to change our mind. 																											
I think one of the first time it happens it's during the Americain Civil War when some poeple think that slave is bad	 so i think they are lobby. Because they change a idea on political interest for the president. And the president use this to influence the issue of war. 																										
But as you can see after the war	 poeple don't care about negro because they are always subpaid and lot of poeple keep in mind they are juste mamals. 																										
And 100 years later you have racism yet. And also in Europe with colonialism. 																											
"So what i try to say is that : don't be """"racist"""" is a un-natural way that sociaty has imposed to you by law and brainwashing. "																											
And so now we have to live in a sociaty where interacial is almost obligatory and where poeple can't say : i love my race 	 because it's punish by law. 																										
So it's what i think but i'm open of all comments. 																											
Thanks 																											
																											
"
Walter,07-09-2012,02:25 PM,"																											
																											
																											
The truth about mind control																											
																											
																											
"All you have to do to get someone to believe something is make them behave as if they do."""""																											
Quote:																											
																											
At the end of the Korean War	 21 American prisoners-of-war chose to remain in communist Korea and openly sided with an enemy that had killed thousands of their comrades. In addition	 a surprisingly large number of the American service personnel who did return home enthusiastically expounded the strengths of communism. The family and friends of these servicemen were stunned	 and the worlds media flocked to Korea to report the story. Some researchers suggested that the Koreans had brainwashed the American soldiers with flashing lights	 hypnosis or mind-altering drugs.																							
They were all wrong.																											
My latest book	 Rip It Up	 examines the curious relationship between behaviour and thought. Your everyday experience tells you that your thoughts cause you to behave in certain ways. Feeling happy makes you smile	 and feeling sad makes you frown. However	 decades of research have revealed that the exact opposite is also true - behaviour creates thoughts. When you smile you feel happier	 and when you frown you feel sad. The same effect applies to belief. Get people to behave as if they hold a certain belief and bingo	 they start to actually believe.																					
																											
																											
New Statesman - The truth about mind control																											
Also: The DoubleThink ConceptThe doublethink concept. [VIDEO]																											
"Do we """"believe"""" some things because we are coerced to do so?"																											
																											
																											
"
Walter,07-09-2012,02:32 PM,"																											
																											
																											
Psychologists Explain 911 Denial (Video)																											
																											
																											
Psychologists Explain 911 Denial - YouTube																											
																											
																											
"
Wargasm,07-09-2012,03:22 PM,"																											
																											
																											
Re: The truth about mind control																											
																											
																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Walter																											
																											
																											
"All you have to do to get someone to believe something is make them behave as if they do."""""																											
At the end of the Korean War	 21 American prisoners-of-war chose to remain in communist Korea and openly sided with an enemy that had killed thousands of their comrades. In addition	 a surprisingly large number of the American service personnel who did return home enthusiastically expounded the strengths of communism. The family and friends of these servicemen were stunned	 and the world’s media flocked to Korea to report the story. 																								
"Do we """"believe"""" some things because we are coerced to do so?"																											
																											
																											
Never believe fate's more than the condensation of childhood.																											
Rainer Maria RilkeP.O.W. The uncivil face of war R Garrett;THE BATTLE FOR THE MIND																											
One estimate suggests that two-thirds of all the Americans taken prisoner either died or were killed in captivity.																											
Since the urge to survive is a very strong one	 it is	 perhaps	 surprising that more were not seduced by the 'Lenient Policy'. Some	 certainly	 were affected by it	 and the authorities were not unreasonably concerned that	 when the POWs came marching home	 there might be a substantial number of communist 'moles' in their ranks. In fact	 only about one-third seemed to have been affected by brainwashing; and	 of these	 most changed their ideas when they returned to normal home life. 																
Only forty or so remained convinced communists	 and only twenty-two (twenty-one Americans and one Royal Marine Commando from Britain) refused repatriation and preferred to remain behind.																										
A survey of the American defectors shows that; 																											
fifteen of them were under twenty-one years of age; only three came from well-off homes; sixteen were withdrawn personalities - 'loners'	 that is to say; nineteen felt unloved or unwanted by their fathers or step-fathers; ten had either lost or been taken away from their mothers in early childhood; seventeen did not finish their courses at high school; twenty of them had	 before the war	 never heard of communist 'except as a dirty word'; and twenty of them had no idea of why they were fighting in North Korea. Only two were married men.																								
More surprising	 perhaps	 is the fact that two had won bronze stars for heroism in World War II.																									
This was the only occasion in American history on which any of that country's POWs had elected not to go home when the war was over -preferring	 it seemed	 the enemy's system of government to that of their own country.																									
Of the convinced communists who made the journey back to the States	 fourteen were eventually court-martialled for alleged treachery. The most serious offender was a sergeant	 who was said to have killed two of his seriously ill companions	 by throwing them out of the hut to die in the snow. 																								
In the battle for the mind	" it cannot be surprising if some men go mad."""""																										
																											
																											
																											
																											
"
Coldstar,07-10-2012,05:36 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
This is about mind control and abuse of family members	 especially children	 who came from Masonic households. Hundreds came forward to testify.Stone Angels Conference - A Masonic Ritual Abuse Survivor Organizes Conference and is hounded by Masons and their Wives																									
																											
																											
																											
																											
__________________																											
$																											
$............$																											
...$... 																											
$............$																											
$JEWMERICAKeep Stormfront Alive & Growing																											
																											
																											
"
Walter,07-21-2012,10:15 AM,"																											
																											
																											
Derren Brown - The Assassin																											
																											
																											
Interesting guy	 if you've never seen Derren Brown before.																										
Here	 he explores whether someone could be made into an amnesiac assassin.																										
[ame=http://www.youtube.com/watch?v=Cc9y1UYIqv0]Derren Brown - The Assassin Part 1 - YouTube[/ame]																											
[ame=http://www.youtube.com/watch?v=DPuwaU_gQaY]Derren Brown - The Assassin Part 2 - YouTube[/ame]																											
[ame=http://www.youtube.com/watch?v=R_1GO02eLO4]Derren Brown - The Assassin Part 3 - YouTube[/ame]																											
[ame=http://www.youtube.com/watch?v=6cJ9KhU2zW0]Derren Brown - The Assassin Part 4 Final - YouTube[/ame]																											
Fun stuff. (As I watch from the safety in front of my computer monitor.) If it's really this easy for an admittedly skilled hypnotist to do this to people	 what could CIA/KGB/MI6/etc do with full	 unrestrained control over someone?																									
																											
																											
"
Racial Faction,07-21-2012,02:21 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
[ame=http://www.youtube.com/watch?v=Nq9Gg7A-YEE]TV = Mind Control - YouTube[/ame]																											
																											
																											
"
Coldstar,07-21-2012,03:26 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
OPERATION OPEN EYES																											
Government insiders reveal																											
How the United States Government Finds	" Chooses and Creates """"Sleepers"""""																										
Mind-controlled	 programmed zombies	 also known as: Manchurian Candidates																									
An Overview of a Government Mind Control Program																											
Quote:																											
																											
How the Subjects are Chosen																											
A preset group of our people (from the intelligence community) canvasses the county hospitals and immigration centers in order to find viable candidates. We locate and select people who have no close family or friends. Once they have been selected	 they are put under heavy	 Level One hypnosis. At this time a clear and definitive pattern of their usefulness is determined by our psychiatrists and field officers. If the candidate possesses a relatively high IQ	 he will be filed in a category file	" called """"call file. """" "																							
Levels One and Two 																											
If the tested applicant has more than 120 IQ	" a """"recall"""" command and an accompanying """"trigger"""" word will be written into his personality during the Level One hypnosis session. This """"trigger"""" will activate his recall program when we are ready for him. We then systematically do a background search and create a file for future reference. "																										
																											
Read the rest at: MIND CONTROL IN AMERIKA Five Easy Steps To Create A Manchurian Candidate																											
																											
																											
"
Coldstar,07-24-2012,12:13 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
The Soviet Art of Brainwashing																											
We can download this pdf manual. More here: The Soviet Art of Brainwashing – Read it now	 This is your life… | OneWorldChronicle																										
																											
																											
"
Aesculapius,07-29-2012,10:44 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
America	 the Society of Deception	 Hard Evidence of Mass Mind Control																									
Evidence on Why Americans Are So Gullible																											
by Gordon Duff	 Senior Editor																										
[Editors Note: Warning....If any of you are suffering from depression or taking strong medication to control such	 read this article on the buddy system	 with someone in the room with you. The following material we expect to be found extremely unpleasant to just about every sane person.																									
But part of why we are doing this is the Iran attack. WWIII moves are proceeding along quite smoothly with no real push back from what could be 'described' as a free people. So I will end with that hint...and Gordon will do the rest	 as he does so well...Jim Dean]																										
Several video examples of how America is under attack from within by anti-American mind-control programs... America	 the Society of Deception	 Hard Evidence of Mass Mind Control | Veterans Today																									
																											
																											
"
Coldstar,08-18-2012,03:18 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
Lack of knowledge easily leads to false assumptions. Many people do not have the time or the inclination to educate themselves about every subject possible. 																											
"People who make many false assumptions may as well be brainwashed. Maybe that is the reason that most often the """"News"""" aren't news anymore but a collection of small-talk"	 sports	 and an assortment of completely unimportant community issues.																									
In my are there has been as good as no coverage of real news since years ago. 																											
"Before that the newscasts consisted of sports and a lot of """"Holocaust"""" discovery issues."																											
I believe that people were able to be better informed during the so called dark ages when the Catholic Church set up schools and spread information than people are today.																											
																											
																											
"
UsAndThem,08-18-2012,04:01 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Coldstar																											
																											
																											
Lack of knowledge easily leads to false assumptions. Many people do not have the time or the inclination to educate themselves about every subject possible. 																											
"People who make many false assumptions may as well be brainwashed. Maybe that is the reason that most often the """"News"""" aren't news anymore but a collection of small-talk"	 sports	 and an assortment of completely unimportant community issues.																									
In my are there has been as good as no coverage of real news since years ago. 																											
"Before that the newscasts consisted of sports and a lot of """"Holocaust"""" discovery issues."																											
I believe that people were able to be better informed during the so called dark ages when the Catholic Church set up schools and spread information than people are today.																											
																											
																											
Also on TV and the movies the script writers pen absolutely no truth or even any serious subject matter into the characters lines.If you think about it that's pretty labor intensive work - presenting 24/7 programing of absolutely no value or relevants whatsoever...just propaganda	pap	perversion and lies.To be fair	maybe that's very easy for Jews.																								
																											
																											
"
HunterHansen,08-18-2012,04:36 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
You don't have to look far to see victims of brainwashing. It's sad. So many kids I see are unable to think for themselves-it makes me wonder what kind of adults they'll become later in life. These are the people who'll be running our country one day; the apathetic products of a failing school system	" obsessed with consumerism and glorifying the atrocity that is black """"culture""""."																										
																											
																											
"
Aus dem Schatten,08-18-2012,08:02 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
6 Brainwashing Techniques They're Using On You Right Now | Cracked.com																											
																											
																											
																											
																											
"
Aesculapius,08-18-2012,11:38 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by UsAndThem																											
																											
																											
Also on TV and the movies the script writers pen absolutely no truth or even any serious subject matter into the characters lines.If you think about it that's pretty labor intensive work - presenting 24/7 programing of absolutely no value or relevants whatsoever...just propaganda	pap	perversion and lies.To be fair	maybe that's very easy for Jews.																								
																											
																											
I think you're right. It's titillation masquerading as information	 medicine	 science	 psychology	 religion	 education	 the MONEY game - all are rigged with fear and sex bombs to keep bodies charged with adrenalin and minds trapped in a constant condition of chaos. When good people are preoccupied	 stealing can occur. Our entire country is being stolen... due to all the skillful distractions... and our own gullibility. 																				
They are magicians	 cutting women in half	 twirling wands and spinning words - all masterfully designed to mesmerize us into a vast web of deceit. 																									
Kill your television and avoid movies that are full of horror and porn. Your mind will clear. You'll know you are free of their spell when you can breathe fully and freely and deeply again. Ignore invitations to avenge	 blame	 shame	 guilt	 fear	 anger	 grieve. Who and what you TRULY are under all that conditioning is peaceful	 content	 and fulfilled - reclaim your true nature. 																			
It is a LIE that human beings are warlike	 cruel	 selfish	" mean. It takes Satanic Ritual Abuse to turn a human into a sociopath or psychopath who feels a need to control the world and """"cull the herd"""" - a monster who plans disasters and rejoices at the misfortunes of others. These people need to be stopped."																								
																											
																											
"
Coldstar,08-18-2012,11:48 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
It has gotten so that it is sometimes virtually impossible to know when we are being lied to which is what is putting us into a state of total confusion.																											
